user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
ERR671916.bin.1.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	59.31	11	0.8283936649430613	N/A
ERR671916.bin.4.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.72	11	0.8262041306063936	N/A
ERR671916.bin.6.strict	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.29	11	0.9211705696077892	Genome has more than 10.8% of markers with multiple hits
ERR671916.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000270245.1	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Microlunatus;s__Microlunatus phosphovorus	78.28	0.4	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.21	11	0.8692786444018094	N/A
ERR671916.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	71.07	11	0.8596237579758782	N/A
ERR671917.bin.3.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	80.33	11	0.9143648553684439	N/A
ERR671917.bin.1.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	57.1	11	0.8404945201117313	N/A
ERR671917.bin.5.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.8	11	0.8243430477339478	N/A
ERR671917.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__GCA-003244245;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Mycobacteriales;f__Pseudonocardiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.77	11	0.9378432205810762	N/A
ERR671917.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	71.79	11	0.8234879010852713	N/A
ERR671918.bin.5.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 76.27, 0.23	84.48	11	0.9161141304096229	N/A
ERR671918.bin.13.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	45.18	11	0.7780211728803612	N/A
ERR671918.bin.6.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	78.94	11	0.8213803116110643	N/A
ERR671918.bin.1.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	80.17	11	0.7762137532961296	N/A
ERR671918.bin.12.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.32	11	0.7199199475444761	N/A
ERR671918.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.88	11	0.7424354287853765	N/A
ERR671918.bin.3.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.5	11	0.6450744833039225	N/A
ERR671918.bin.9.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	83.63	11	0.4812206565779442	N/A
ERR671918.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	88.89	11	0.7211249677338143	N/A
ERR671918.bin.10.strict	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	32.98	11	0.7045480293289496	N/A
ERR671918.bin.7.permissive	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	N/A	N/A	N/A	N/A	N/A	GCA_003219435.1	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__AV55 sp003219435	84.19	0.76	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Chthoniobacterales;f__UBA10450;g__AV55;s__	Placement	taxonomic classification fully defined by topology	GCA_003218395.1, s__AV55 sp003218395, 95.0, 80.36, 0.62; GCA_003218785.1, s__AV55 sp003218785, 95.0, 80.14, 0.58; GCA_003218615.1, s__AV55 sp003218615, 95.0, 79.17, 0.54; GCA_003218345.1, s__AV55 sp003218345, 95.0, 78.75, 0.42; GCA_003219355.1, s__AV55 sp003219355, 95.0, 78.74, 0.47; GCA_003218815.1, s__AV55 sp003218815, 95.0, 78.45, 0.39; GCA_003217835.1, s__AV55 sp003217835, 95.0, 78.41, 0.37; GCA_003218975.1, s__AV55 sp003218975, 95.0, 78.39, 0.55; GCA_003218735.1, s__AV55 sp003218735, 95.0, 78.25, 0.29; GCA_003218415.1, s__AV55 sp003218415, 95.0, 78.01, 0.37; GCA_003218885.1, s__AV55 sp003218885, 95.0, 77.93, 0.39; GCA_003219005.1, s__AV55 sp003219005, 95.0, 77.91, 0.44; GCA_003217895.1, s__AV55 sp003217895, 95.0, 77.88, 0.39; GCA_003219415.1, s__AV55 sp003219415, 95.0, 77.78, 0.45; GCA_003219695.1, s__AV55 sp003219695, 95.0, 77.78, 0.47; GCA_003220005.1, s__AV55 sp003220005, 95.0, 77.75, 0.36; GCA_003221195.1, s__AV55 sp003221195, 95.0, 77.73, 0.42; GCA_003218535.1, s__AV55 sp003218535, 95.0, 77.71, 0.42; GCA_003219335.1, s__AV55 sp003219335, 95.0, 77.71, 0.39; GCA_003218755.1, s__AV55 sp003218755, 95.0, 77.49, 0.42; GCA_003218475.1, s__AV55 sp003218475, 95.0, 77.45, 0.44; GCA_003219465.1, s__AV55 sp003219465, 95.0, 77.36, 0.34; GCA_003218915.1, s__AV55 sp003218915, 95.0, 77.33, 0.38; GCA_003217875.1, s__AV55 sp003217875, 95.0, 77.26, 0.38; GCA_003218135.1, s__AV55 sp003218135, 95.0, 77.24, 0.34; GCA_003218945.1, s__AV55 sp003218945, 95.0, 76.79, 0.29	52.18	11	0.9612292797557004	N/A
ERR671918.bin.4.orig	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Geminicoccales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	42.8	11	0.7393587015762376	N/A
ERR671918.bin.11.orig	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	72.02	11	0.8106491687390264	N/A
ERR671919.bin.1.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	79.9	11	0.9146537558170784	N/A
ERR671919.bin.3.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	78.86	11	0.7762396474068208	N/A
ERR671919.bin.4.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	84.11	11	0.7762272474605403	N/A
ERR671919.bin.5.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	47.54	11	0.7221424578373729	N/A
ERR671919.bin.6.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	82.36	11	0.6452679735418949	N/A
ERR671919.bin.8.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	88.99	11	0.4886248223793873	N/A
ERR671919.bin.7.orig	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__UBA8139;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Microtrichales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.19	11	0.7204049600410504	N/A
ERR671919.bin.2.strict	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__UBA9968;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	65.58	11	0.8153410826656026	N/A
ERR671920.bin.1.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__UBA10452;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	76.23	11	0.8246734501900582	N/A
ERR671920.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	72.66	11	0.8655128491515718	N/A
ERR671921.bin.1.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	82.32	11	0.7754167583726372	N/A
ERR671921.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__Rubrobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	68.23	11	0.8667051411486537	N/A
ERR671922.bin.7.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 77.91, 0.49; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 77.54, 0.29	39.25	11	0.9195771269933639	N/A
ERR671922.bin.6.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 78.87, 0.61; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 78.03, 0.44; GCF_000698785.1, s__Nitrososphaera viennensis, 95.0, 77.82, 0.38; GCA_000730285.1, s__Nitrososphaera evergladensis, 95.0, 77.42, 0.37	82.18	11	0.9103848157085928	N/A
ERR671922.bin.4.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	52.77	11	0.7159178397571234	N/A
ERR671922.bin.14.permissive	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__UBA4738;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.96	11	0.7381088135396456	N/A
ERR671922.bin.3.strict	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__HRBIN12;s__HRBIN12 sp002898915	77.55	0.37	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	93.91	11	0.814533764529337	N/A
ERR671922.bin.9.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	39.9	11	0.7965093291935544	N/A
ERR671922.bin.1.strict	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	40.38	11	0.6462986814605021	N/A
ERR671922.bin.2.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	63.85	11	0.480747593756936	N/A
ERR671922.bin.10.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_001920085.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__3-1-20CM-4-69-9 sp001920085	78.42	0.51	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	84.8	11	0.8586470107055961	N/A
ERR671922.bin.12.strict	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_003134505.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__PALSA-612;s__PALSA-612 sp003134505	78.04	0.35	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.02	11	0.8092221608377921	N/A
ERR671922.bin.5.orig	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	Placement	taxonomic novelty determined using RED	N/A	44.42	11	0.7303702642874887	N/A
ERR671922.bin.8.strict	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	62.64	11	0.7284103780339005	N/A
ERR671923.bin.8.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 78.96, 0.46; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 78.14, 0.47; GCF_000698785.1, s__Nitrososphaera viennensis, 95.0, 77.79, 0.31; GCA_000730285.1, s__Nitrososphaera evergladensis, 95.0, 77.55, 0.31	80.58	11	0.910355310396619	N/A
ERR671923.bin.7.permissive	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	54.04	11	0.7219294075727842	N/A
ERR671923.bin.4.orig	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__;s__	N/A	N/A	N/A	N/A	N/A	GCA_002898915.1	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__HRBIN12;g__HRBIN12;s__HRBIN12 sp002898915	77.52	0.37	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__UBA4738;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.12	11	0.8162584259085942	N/A
ERR671923.bin.1.strict	d__Bacteria;p__Actinobacteriota;c__UBA4738;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	55.65	11	0.47826412531456663	N/A
ERR671923.bin.5.orig	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__	N/A	N/A	N/A	N/A	N/A	GCA_001920085.1	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__3-1-20CM-4-69-9;s__3-1-20CM-4-69-9 sp001920085	78.59	0.51	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	87.22	11	0.8586092126776855	N/A
ERR671923.bin.6.strict	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__20CM-4-69-9;f__20CM-4-69-9;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.31	11	0.7689200040379011	N/A
ERR671923.bin.2.orig	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA7966;f__UBA7966;g__;s__	Placement	taxonomic novelty determined using RED	N/A	48.61	11	0.7311768211320755	N/A
ERR671923.bin.9.orig	d__Bacteria;p__Binatota;c__Binatia;o__UBA9968;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Binatota;c__Binatia;o__;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	60.67	11	0.7248749726084132	N/A
ERR671924.bin.3.orig	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	N/A	35.77	11	0.9154808666713192	N/A
ERR671924.bin.1.strict	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Crenarchaeota;c__Nitrososphaeria;o__Nitrososphaerales;f__Nitrososphaeraceae;g__Nitrososphaera;s__	Placement	taxonomic classification fully defined by topology	GCA_000303155.1, s__Nitrososphaera gargensis, 95.0, 78.98, 0.55; GCA_002501845.1, s__Nitrososphaera sp002501845, 95.0, 78.16, 0.46; GCF_000698785.1, s__Nitrososphaera viennensis, 95.0, 77.87, 0.37; GCA_000730285.1, s__Nitrososphaera evergladensis, 95.0, 77.51, 0.38	81.07	11	0.9107777196447504	N/A
